UserID,Age,Annual_Income,Tech_Spend_Score,Preferred_Brand,Is_Premium_User
60,0.0,62818.14736142644,25.1909623910008,Apple,1
119,50.0,36889.68179821031,93.36086864289551,Nothing,0
7,56.0,9999999.0,,Nothing,0
183,58.0,28270.727631473314,60.30390711295532,Samsung,0
31,59.0,102377.72424459984,69.02938503492977,Nothing,0
23,19.0,89596.97550397106,92.48013415163588,Sony,0
263,33.0,71874.84351682423,53.91113323446744,Sony,0
57,52.0,35997.36524539674,34.40723655331989,Nothing,0
149,49.0,51774.188186803716,23.67351370155484,Samsung,0
141,,42747.69756868904,62.786052874001925,Sony,1
209,40.0,57134.3348256584,13.158267402727645,Nothing,0
279,,84243.12866450203,55.62053693067464,,0
204,54.0,,7.82323239735466,,0
145,59.0,10868.137084532107,36.18088273002119,Sony,1
168,23.0,55325.9364137199,75.70889389415154,Nothing,0
91,46.0,49014.941852713964,71.38429540483808,Appel,0
224,55.0,,42.03595383615914,Nothing,1
67,,52509.56881819061,,Nothin,0
117,29.0,29125.491946162078,,Apple,1
173,37.0,65797.65623074252,60.79182933517874,,1
251,35.0,,40.33449343030219,Samsung,0
20,61.0,67886.7990292966,60.13053014328762,Samsung,1
147,49.0,48206.942866256686,53.653890489129225,Apple,0
80,57.0,71557.94270197669,1.5247006333629363,Appel,0
300,50.0,,73.85455670640422,Samsung,0
289,52.0,24717.46201399836,80.72618176843261,Nothing,0
73,53.0,42849.02228677799,6.111912309576771,Appel,0
16,20.0,77443.23718706908,38.35131055896519,Apple,1
11,28.0,70792.18403167331,10.136768036645863,Nothing,0
275,,64401.48657607242,97.91421212598016,Samsng,0
239,300.0,92777.19972747906,28.481130090312394,Samsung,1
98,41.0,61683.27042015842,51.104291679575354,Sony,0
69,43.0,44689.812683853226,9.700874829474243,Apple,0
241,43.0,63328.59071606323,22.0553976497814,Samsung,0
38,54.0,27566.107581130334,11.38204748671561,Sony,1
17,,86006.9029599308,1.2569074139810095,Samsung,0
56,64.0,100006.96178212207,38.49848996917765,Nothing,0
155,,82470.83563383033,17.50634523934493,Nothin,1
280,41.0,57119.0140345096,26.134967840287125,Nothing,0
68,35.0,34175.677737276346,85.23093426577847,Nothing,0
112,,71826.32233855964,47.84345390413733,Apple,1
70,61.0,68446.2752332813,none,Samsung,0
32,,90930.73510943018,84.59962659072924,Sony,0
184,20.0,51556.456500980064,82.85308395309875,Apple,1
158,46.0,64986.2908324391,74.4046302027655,Nothing,0
238,37.0,50312.48616061393,78.26907504706267,Apple,0
125,57.0,39140.772127942975,5.761369752444681,Nothing,0
19,41.0,77002.41164247715,9.367183760387512,Samsung,0
259,47.0,68274.25599904149,59.15790681917336,Samsung,0
97,,123740.66676145938,9.641727779377868,Samsung,1
140,,37776.72374511804,90.06707708392514,Samsung,1
133,31.0,47695.09568461019,63.74209780829755,Samsung,0
87,43.0,,48.185328928514785,Sony,0
261,52.0,7824.239806312486,71.691860779193,Apple,0
153,40.0,33153.74346980013,73.32436454412084,Sony,1
126,39.0,,78.36993369339008,Nothing,1
262,24.0,46898.294323518436,53.2371252843338,Samsung,0
205,34.0,45963.731149447995,8.654785483389938,Samsung,0
128,52.0,58425.36632664386,75.29969055176603,Sony,0
296,,81473.64024197505,41.23283851907868,Apple,0
176,45.0,81389.55904081739,49.14939071756517,Samsung,1
194,41.0,10816.132758429034,26.345537653512558,Nothing,0
219,23.0,,,Sony,1
295,19.0,60874.053361685474,14.967103028993643,Samsung,1
130,52.0,87791.32677229928,82.68813499258692,Sony,0
39,24.0,37045.6005435,74.00311540328809,,0
247,58.0,5000000.0,53.9719021744322,Samsung,0
178,56.0,97215.56108238333,77.41631607922626,Samsung,0
144,43.0,14916.826409647692,58.171140819706444,Null,0
113,45.0,42338.42683040933,61.004086224528024,Apple,0
177,-5.0,56722.69473074064,41.48656253146383,Samsung,1
118,51.0,82337.86880403357,41.443311000655775,Samsung,0
287,52.0,16502.349946938055,56.115436893553245,,0
281,28.0,62560.82137116921,20.41519686965183,,0
246,24.0,47255.28935848245,86.20256977118267,Apple,0
186,23.0,21701.852607809553,34.9099014606758,N/A,0
234,23.0,88723.66936155531,58.185563455063175,Nothing,1
3,32.0,50749.46279596496,4.148663467031348,Sony,1
116,25.0,57771.62446836818,85.22201854162901,Sony,0
195,32.0,61148.258955127414,72.88346302017767,Nothing,0
187,25.0,,23.507747319968715,Sony,0
121,41.0,37500.96524334286,21.29517919527049,Nothin,0
223,34.0,47074.010013985026,12.312462705513088,Nothing,1
268,22.0,85479.86781177638,,Apple,0
128,52.0,58425.36632664386,75.29969055176603,Sony,0
75,48.0,95625.82154052734,69.99918477427573,Sony,1
30,44.0,66831.81611897433,14.178575930160347,Apple,1
84,35.0,50741.49155872704,82.26528584218191,Nothing,0
257,40.0,78741.45040630357,,Samsung,0
108,50.0,69341.14345457776,9.698943013023024,,1
292,,71220.6613494212,80.87816474729601,Apple,0
166,59.0,52330.249476104764,,Nothing,1
134,20.0,67655.98934301572,90.87874691578908,?,1
284,55.0,47954.87594235648,34.587853343722905,Nothing,0
229,39.0,53805.13793034789,91.92701776899081,Sony,0
66,21.0,56975.280690155414,37.17032514773171,Apple,1
210,,47987.9063750083,24.354697424913038,Samsung,0
86,41.0,48142.34535079291,53.96863647244614,Apple,1
226,22.0,25393.693791516438,92.37306294805,Samsung,0
160,30.0,93505.8649933644,99.77156897646049,Apple,1
13,-15.0,59771.13105060543,69.09068699251222,Nothing,0
36,61.0,25018.61131656773,36.06052040851942,Apple,1
29,42.0,57447.90411437251,15.626170098716443,,1
171,61.0,68910.13802562769,38.503334990134654,Nothing,1
143,32.0,72657.04874765423,44.43572286344557,Apple,0
255,45.0,85509.26497307241,,Samsung,1
132,64.0,93760.3406473783,24.333482860434977,Nothing,0
181,44.0,44165.60042688841,56.98532638497441,Sony,1
52,64.0,63906.92945093945,,Apple,0
96,24.0,70492.18001261019,77.01017064284105,Apple,0
220,49.0,26797.651588873334,21.352401029188112,Samsung,0
179,50.0,89565.04229644928,2.2081041594864073,Apple,0
233,26.0,47684.28310464577,25.574417832958037,Apple,1
42,56.0,39458.76482128806,84.23028860191518,Sony,0
90,58.0,,96.83141258391919,Apple,1
230,,36603.65935657981,59.11975418952016,Error,0
137,43.0,63609.85010999095,68.61522427829611,Apple,1
27,39.0,66544.46772731733,72.33109007775502,Sony,0
214,36.0,,ERROR,,0
142,32.0,75811.87978848291,,Apple,0
212,50.0,,19.44576706991795,Apple,0
1,56.0,59902.8611069794,,Nothing,0
278,,72914.65577446495,41.390465041119626,Samsung,0
282,25.0,50373.233014405494,,Nothing,0
101,,66881.36262804044,59.794426658231984,Nothing,0
193,61.0,49014.83636917859,10.978665698572764,Nothing,0
266,18.0,60991.45458598809,76.77027182555783,Sony,0
104,34.0,80650.25585655763,55.31170867587716,Samsung,0
172,61.0,30764.86687928556,N/A,Samsung,0
99,18.0,79452.65733797583,93.26941988343648,Apple,0
37,20.0,33171.93004107671,40.319219417904165,,1
62,21.0,22393.74823094887,33.70449964681048,Samsung,0
151,47.0,62071.361688847,43.72128617050782,Samsung,0
250,56.0,46579.52177698609,31.68375570059248,Apple,1
214,36.0,,ERROR,,0
256,42.0,58168.67878700325,62.872622718054174,Apple,1
12,41.0,30034.087252561385,48.633394011573024,Samsung,0
177,-5.0,56722.69473074064,41.48656253146383,Samsung,1
201,56.0,54651.98724233241,65.48535388783637,Sony,0
293,63.0,44951.065993462624,96.3022825369326,Apple,1
28,61.0,70131.50603345064,7.1717948886129035,Apple,0
232,,90542.02519784955,91.36219682503375,Samsung,0
5,25.0,77344.58997952889,53.90792686951978,Samsung,0
123,52.0,59431.570848018666,,Samsung,0
33,33.0,-50000.0,75.21200696885015,Samsung,1
221,21.0,94554.95254868519,78.99119898273474,Samsung,1
163,39.0,61111.44313887934,78.07862196602436,Apple,0
222,28.0,30147.97271168614,60.76843164128376,Apple,1
267,29.0,,,Nothing,0
139,56.0,75289.56470651423,71.66446303067727,,0
63,19.0,79327.84003944835,93.43549055222758,Apple,1
216,61.0,48831.59261134479,23.51216646683415,Nothing,0
136,22.0,29450.947483311775,59.24236090371061,Samsung,0
129,18.0,15664.77891034181,80.15417596103205,Samsung,0
190,54.0,74663.46729488704,61.88007605211279,Unknown,0
9,40.0,105466.90316034964,33.679851817705384,Apple,0
71,51.0,33841.7140066125,high,Nothing,0
273,52.0,77321.41032085597,53.13126819927008,Apple,0
65,59.0,84207.97266273278,,Apple,1
45,42.0,68372.78938345204,24.08842474343032,,0
249,57.0,42557.92469192882,30.65999526488123,Nothing,0
157,60.0,53148.22263538708,50.0469390139926,Samsung,0
41,26.0,42895.189622403785,,Apple,1
124,61.0,25671.511081120567,72.43805852437644,Apple,0
285,1000.0,23613.99100940142,57.37490825858653,Nothing,0
217,43.0,44035.29563936934,61.18154498563161,Apple,0
154,56.0,-7281.910529266213,,Samsung,0
24,38.0,,24.37553677862303,,1
269,54.0,42628.36125904601,,Samsung,1
111,56.0,37101.02959857197,12.552910350026451,Apple,0
82,33.0,64536.976439615726,49.58412914661966,Nothing,0
237,20.0,64373.661845522816,31.835843942142983,Samsung,1
208,45.0,45966.0004598434,91.1579336273156,Nothing,0
213,18.0,69254.48627282238,83.91158811124672,Sony,1
40,38.0,87792.05656293183,,Apple,0
254,28.0,51479.35322871161,35.58931290588397,Samsung,0
124,61.0,25671.511081120567,72.43805852437644,Apple,0
270,49.0,62328.21960241514,75.57137585399764,Nothing,0
200,,67783.59152289078,3.279237873976114,Samsung,0
15,41.0,57182.028910652996,16.540790588903178,Samsung,0
48,43.0,,36.155326024651174,Nothing,1
95,42.0,53512.09104865201,71.0157794688,,1
272,58.0,94371.98748027373,89.84561057206953,,0
228,850.0,80743.1692988925,48.60286083081828,Apple,0
283,53.0,,59.90984899034164,,0
202,19.0,57923.17765140002,77.35342018345406,Apple,0
162,24.0,69921.2846645175,70.99106566310245,Apple,1
44,21.0,51013.91227808436,?,Apple,0
218,49.0,33243.10352383244,,Nothing,1
191,50.0,37915.56422905734,91.2733884754535,,0
106,52.0,64085.658840026575,20.971315770693348,Nothing,0
54,61.0,57445.303430722284,59.06700803141515,,0
2,46.0,10000000.0,35.41430223378567,Samsung,0
50,37.0,49790.13560844809,48.47862807367077,Samsung,1
81,38.0,102692.82496014815,97.53164913156911,Apple,0
206,19.0,40657.77890798067,11.32044963912914,Sony,0
35,64.0,57775.92000379462,,Appel,0
264,43.0,84256.3014736537,48.62770689037101,Samsung,1
92,32.0,81935.92508882808,20.751185806493655,Nothing,0
53,24.0,48881.10204450765,56.216484329093305,,0
265,19.0,64062.27095893012,50.20418293330365,Sony,0
242,20.0,76151.11263210859,52.00219455827445,,1
14,57.0,68267.0817524729,51.65404434117886,Soni,0
89,62.0,,21.30267845479645,Nothing,0
274,36.0,57928.47800196753,80.27422737712598,Samsung,0
167,62.0,77724.03932258752,,Sony,1
107,52.0,69624.35456856254,68.7725832401035,Nothing,1
135,18.0,69842.82067873325,32.30346164735297,Sony,1
298,58.0,67059.19951077804,9.605576480084583,,1
244,37.0,76257.12928476198,46.43990981368429,Sony,0
55,25.0,28788.85855125462,56.88139570974148,Apple,0
51,45.0,,58.83574898670276,Nothing,0
175,28.0,25134.295055764822,54.44620307417083,Nothing,1
190,54.0,74663.46729488704,61.88007605211279,Unknown,0
276,20.0,22322.33021532213,84.13909708620048,Sony,1
188,44.0,75366.78908610008,42.93608937962781,Samsung,0
170,,36477.45044021858,54.11165379697488,Nothing,1
59,34.0,62996.67432679196,61.14796700706371,Nothing,1
49,19.0,28971.321118186956,65.23346118886603,Apple,1
236,,84650.28423472503,4.354036864412904,Apple,0
253,18.0,59967.280667118044,80.17842018535268,Sony,0
22,,28583.760329447694,54.12247395274592,Sony,0
161,49.0,77779.68588554306,75.48790888384345,Nothing,0
277,37.0,79372.5696925469,86.83238224114082,Samsung,1
192,,75231.43682595194,14.772503220163125,Samsung,0
294,35.0,93474.96318782766,94.49656283215008,Samsung,0
258,48.0,48613.47738902445,,Apple,1
150,,79680.4708912618,54.74208175072748,Sony,0
131,54.0,97408.47795631035,19.454093692026266,Sony,1
152,54.0,65352.7202832625,low,Samsung,0
100,61.0,90889.49677415585,32.743577023791914,Sony,0
88,42.0,,84.01967331155986,Samsung,1
215,19.0,32950.98890180006,31.832982140518478,Soni,0
122,54.0,,38.54362991141624,,0
243,36.0,78483.0476617107,97.57859025259287,Samsung,0
21,47.0,59906.08010652882,98.6394425908147,Samsung,1
189,26.0,71093.85588447258,,Nothing,0
72,27.0,20188.009008452726,84.38908949451998,Samsung,1
107,52.0,69624.35456856254,68.7725832401035,Nothing,1
271,26.0,67203.3800427103,27.957883617309644,Samsung,0
103,28.0,72156.77080669609,45.972529249690865,Nothing,1
